      308.469      310.559      312.231      312.649      313.902      315.154
      315.989      317.241      318.076      320.161      320.995      321.829
      325.164      328.081      328.914      330.996      331.829      335.993
      363.891      367.227      371.817      376.830

      308.586      310.677      312.350      312.768      314.022      315.275
      316.111      317.364      318.199      320.286      321.121      321.955
      325.292      328.211      329.044      331.128      331.962      336.128
      364.043      367.380      371.973      376.989

      308.644      310.737      312.410      312.829      314.083      315.337
      316.173      317.427      318.262      320.351      321.186      322.021
      325.360      328.280      329.114      331.199      332.033      336.201
      364.128      367.467      372.062      377.080

      308.683      310.777      312.451      312.869      314.124      315.379
      316.215      317.469      318.305      320.394      321.230      322.065
      325.405      328.326      329.161      331.246      332.080      336.250
      364.186      367.526      372.122      377.141

      308.710      310.804      312.479      312.898      314.153      315.408
      316.245      317.499      318.335      320.425      321.261      322.096
      325.437      328.359      329.194      331.280      332.114      336.285
      364.226      367.566      372.163      377.182

