  254.45      68.63680 8.791738286e+12
  254.46      66.51083 8.519788003e+12
  254.47      64.89094 8.312671175e+12
  254.48      66.60024 8.531935232e+12
  254.49      66.66431 8.540461728e+12
  254.50      62.08074 7.953553818e+12
  254.51      60.80489 7.790397489e+12
  254.52      60.25069 7.719717175e+12
  254.53      60.97703 7.813029954e+12
  254.54      64.02047 8.203298931e+12
  254.55      62.15495 7.964571730e+12
  254.56      61.00386 7.817476440e+12
  254.57      63.18882 8.097853604e+12
  254.58      61.87899 7.930302693e+12
  254.59      61.05195 7.824628253e+12
  254.60      60.93001 7.809317470e+12
  254.61      62.09497 7.958843884e+12
  254.62      59.65388 7.646160093e+12
  254.63      55.73042 7.143453884e+12
  254.64      53.49722 6.857398157e+12
  254.65      50.86432 6.520198136e+12
  254.66      50.81337 6.513933418e+12
  254.67      49.42863 6.336748192e+12
  254.68      47.32167 6.066999394e+12
  254.69      46.71239 5.989138956e+12
  254.70      45.50642 5.834780180e+12
  254.71      44.23117 5.671544685e+12
  254.72      45.06160 5.778294440e+12
  254.73      48.57455 6.228992852e+12
  254.74      52.32560 6.710206398e+12
  254.75      55.26421 7.087279047e+12
  254.76      55.55421 7.124716356e+12
  254.77      56.55563 7.253441642e+12
  254.78      58.69864 7.528649851e+12
  254.79      60.25830 7.729053696e+12
  254.80      62.80154 8.055572922e+12
  254.81      64.68000 8.296804647e+12
  254.82      65.32235 8.379462844e+12
  254.83      64.63091 8.291036955e+12
  254.84      62.91089 8.070664552e+12
  254.85      63.27471 8.117650719e+12
  254.86      62.28945 7.991526425e+12
  254.87      63.20493 8.109261586e+12
  254.88      62.39286 8.005368152e+12
  254.89      59.26698 7.604617085e+12
  254.90      55.46759 7.117393625e+12
  254.91      53.56390 6.873439273e+12
  254.92      52.30077 6.711644520e+12
  254.93      52.88262 6.786609316e+12
  254.94      53.41790 6.855572586e+12
  254.95      54.29703 6.968658887e+12
  254.96      52.27239 6.709070266e+12
  254.97      50.15622 6.437651087e+12
  254.98      46.78747 6.005463712e+12
  254.99      43.68507 5.607425311e+12
  255.00      42.91285 5.508522574e+12
  255.01      44.38193 5.697343848e+12
  255.02      45.21111 5.804088361e+12
  255.03      44.90488 5.765028381e+12
  255.04      44.07301 5.658516652e+12
  255.05      45.93407 5.897793831e+12
  255.06      49.66688 6.377453912e+12
  255.07      54.04510 6.939956216e+12
  255.08      56.95549 7.313884709e+12
  255.09      59.79812 7.679107400e+12
  255.10      63.01979 8.093015474e+12
  255.11      64.83170 8.325954535e+12
  255.12      68.05370 8.740111647e+12
  255.13      69.77042 8.960958530e+12
