 -1.97597659  0.240234077  0.000649010297
 -1.87597656  0.240234077  0.000728443323
 -1.77597654  0.24023436  0.000820339657
 -1.67597651  0.240235269  0.000941938837
 -1.57597661  0.240234077  0.0011196424
 -1.47597659  0.240234077  0.00140182895
 -1.37597656  0.240234077  0.0018455172
 -1.27597654  0.24023436  0.00256134849
 -1.17597651  0.240235269  0.00383266364
 -1.07597661  0.240234077  0.00635363441
 -0.975976586  0.240234077  0.0120931976
 -0.875976562  0.240234077  0.0264644679
 -0.775976539  0.24023436  0.0625623241
 -0.675976574  0.240234673  0.139355779
 -0.575976551  0.240234673  0.267274261
 -0.475976557  0.240234375  0.43846637
 -0.375976562  0.240234077  0.626953244
 -0.275976568  0.240234062  0.798404515
 -0.17597656  0.240234822  0.923032463
 -0.0759765655  0.240234524  0.986632586
  0.0240234379  0.240234613  0.991141438
  0.124023438  0.240234986  0.942546785
  0.224023432  0.240234062  0.846035719
  0.324023426  0.24023439  0.706357956
  0.424023449  0.240233764  0.535139501
  0.524023414  0.24023436  0.357579678
  0.624023438  0.240234986  0.20589608
  0.724023461  0.24023436  0.0991532728
  0.824023426  0.24023439  0.0399729684
  0.924023449  0.240233764  0.0151563892
  1.02402341  0.24023436  0.00708072307
  1.12402344  0.240234986  0.00451256102
  1.22402346  0.24023436  0.00334611977
  1.32402349  0.240234986  0.00254186057
  1.42402339  0.240233168  0.00193579309
  1.52402341  0.24023436  0.00150859018
  1.62402344  0.240234986  0.00121147581
  1.72402346  0.24023436  0.00100638741
  1.82402349  0.240234986  0.00085060217
  1.92402339  0.240233168  0.000742908451
