  -3.0000  -2.9000  -2.8000  -2.7000  -2.6000  -2.5000  
  -2.4000  -2.3000  -2.2000  -2.1000  -2.0000  -1.9000  
  -1.8000  -1.7000  -1.6000  -1.5000  -1.4000  -1.3000  
  -1.2000  -1.1000  -1.0000  -0.9000  -0.8000  -0.7000  
  -0.6000  -0.5000  -0.4000  -0.3000  -0.2000  -0.1000   
   0.0000   0.1000   0.2000   0.3000   0.4000   0.5000   
   0.6000   0.7000   0.8000   0.9000   1.0000   1.1000   
   1.2000   1.3000   1.4000   1.5000   1.6000   1.7000   
   1.8000   1.9000   2.0000   2.1000   2.2000   2.3000   
   2.4000   2.5000   2.6000   2.7000   2.8000   2.9000
   3.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.1000   0.1999   0.2999   
   0.3999   0.4998   0.5998   0.6997   0.7997   0.8997   
   0.9996   0.8997   0.7997   0.6997   0.5998   0.4998   
   0.3999   0.2999   0.1999   0.1000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.1000   0.1999   0.2999   
   0.3999   0.4998   0.5998   0.6997   0.7997   0.8997   
   0.9996   0.8997   0.7997   0.6997   0.5998   0.4998   
   0.3999   0.2999   0.1999   0.1000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   0.0000
   0.0000   0.0333   0.0667   0.1000   0.1333   0.1667   
   0.2000   0.2333   0.2667   0.3000   0.3333   0.3667   
   0.4000   0.4333   0.4667   0.5000   0.5333   0.5667   
   0.6000   0.6333   0.6667   0.7000   0.7333   0.7667   
   0.8000   0.8333   0.8667   0.9000   0.9333   0.9667   
   1.0000   0.9667   0.9333   0.9000   0.8667   0.8333   
   0.8000   0.7667   0.7333   0.7000   0.6667   0.6333   
   0.6000   0.5667   0.5333   0.5000   0.4667   0.4333   
   0.4000   0.3667   0.3333   0.3000   0.2667   0.2333   
   0.2000   0.1667   0.1333   0.1000   0.0667   0.0333   
   0.0000
   0.0000   0.0333   0.0667   0.1000   0.1333   0.1667   
   0.2000   0.2333   0.2667   0.3000   0.3333   0.3667   
   0.4000   0.4333   0.4667   0.5000   0.5333   0.5667   
   0.6000   0.6333   0.6667   0.7000   0.7333   0.7667   
   0.8000   0.8333   0.8667   0.9000   0.9333   0.9667   
   1.0000   0.9667   0.9333   0.9000   0.8667   0.8333   
   0.8000   0.7667   0.7333   0.7000   0.6667   0.6333   
   0.6000   0.5667   0.5333   0.5000   0.4667   0.4333   
   0.4000   0.3667   0.3333   0.3000   0.2667   0.2333   
   0.2000   0.1667   0.1333   0.1000   0.0667   0.0333   
   0.0000
