     0.087500421     0.088106891     0.089587904     0.091102652     0.092245116
     0.093735615     0.094626468     0.095636857     0.096509578     0.097148573
     0.097696982     0.098145408     0.098577734     0.098797052     0.098946919
     0.098935382     0.098735329     0.098584443     0.098556732     0.098562481
     0.098575171     0.098132749     0.096835856     0.094179457     0.093536170
     0.093777789     0.094122198     0.094651619     0.094998560     0.094733452
     0.092367983     0.091264800     0.091544281     0.092309428     0.093105633
     0.094104118     0.094877801     0.095579890     0.096214485     0.096648755
     0.097078460     0.097359527     0.097674977     0.097885930     0.098100394
     0.098232967     0.098147338     0.098092727     0.097921581     0.097501796
     0.097113668     0.096958823     0.096799100     0.096766395     0.096566188
     0.095938026     0.094335205     0.092631222     0.092415276     0.092694203
     0.093296272     0.093859059     0.094452557     0.095018817     0.095411309
     0.095711436     0.095840095     0.095987056     0.096120448     0.096317684
     0.096508490     0.096735233     0.096829475     0.096931730     0.096919463
     0.096934819     0.096832772     0.096759954     0.096736352     0.096728874
     0.096636486     0.096502967     0.096256965     0.095868000     0.095300230
     0.094765342     0.094714852     0.094754815     0.094830814     0.094794719
     0.094471627     0.093894391     0.092637767     0.092050981     0.092135782
     0.092530448     0.092861995     0.093258065     0.093600030     0.093850163
     0.094116090     0.094229867     0.094510649     0.094597918     0.094699347
     0.094818644     0.094799772     0.094725827     0.094771345     0.094753452
     0.094696106     0.094606954     0.094547871     0.094447934     0.094252792
     0.094168347     0.094067448     0.094011945     0.093903612     0.093716890
     0.093211906     0.092542244     0.092202932     0.092126376     0.092252426
     0.092434820     0.092556429     0.092664862     0.092824454     0.092838852
     0.092892958     0.092930004     0.092954641     0.092959027     0.092948624
     0.092926313     0.092898078     0.092857024     0.092800663     0.092730723
     0.092650079     0.092567052     0.092494127     0.092436868     0.092389191
     0.092332375     0.092267665     0.092184231     0.092073350     0.091951547
     0.091823059     0.091684202     0.091554672     0.091450873     0.091375376
     0.091310545     0.091226849     0.091079597     0.090828319     0.090497720
     0.090197590     0.090025840     0.089993430     0.090040422     0.090112427
     0.090185262     0.090247518     0.090294830     0.090325196     0.090342728
     0.090354190     0.090352274     0.090337209     0.090309939     0.090270840
     0.090219106     0.090156781     0.090091640     0.090035679     0.089992619
     0.089952605     0.089914996     0.089875675     0.089828419     0.089771802
     0.089709877     0.089654410     0.089595430     0.089529659     0.089450332
     0.089346675     0.089214081     0.089068634     0.088952221     0.088878739
     0.088837820     0.088810000     0.088786688     0.088765406     0.088735460
     0.088700218     0.088660717     0.088616736     0.088568554     0.088515585
     0.088457306     0.088394580     0.088330461     0.088267801     0.088207445
     0.088147687     0.088086660     0.088020522     0.087945492     0.087861947
     0.087777719     0.087701458     0.087635558     0.087576470     0.087516681
     0.087450781     0.087386139     0.087319012     0.087251621     0.087185545
     0.087121150     0.087056638     0.086991832     0.086925853     0.086857461
     0.086781693     0.086688138     0.086567320     0.086425243     0.086284189
     0.086175254     0.086112851     0.086066481     0.086029608     0.085999572
     0.085968324     0.085933880     0.085894755     0.085843920     0.085787656
     0.085728874     0.085668473     0.085610744     0.085556830     0.085499913
     0.085446569     0.085394243     0.085339012     0.085281369     0.085222496
     0.085164311     0.085102570     0.085040990     0.084983271     0.084920498
     0.084859207     0.084805219     0.084740118     0.084672211     0.084603332
     0.084538805     0.084473643     0.084406678     0.084331875     0.084259117
     0.084189844     0.084118033     0.084049374     0.083983175     0.083918502
     0.083858386     0.083798859     0.083733929     0.083668083     0.083601471
     0.083534711     0.083468318     0.083402423     0.083336150     0.083268643
     0.083195769     0.083116291     0.083040110     0.082962939     0.082886862
     0.082820317     0.082752809     0.082683210     0.082612899     0.082541096
     0.082468459     0.082396251     0.082325250     0.082255248     0.082185308
     0.082111100     0.082037122     0.081967054     0.081896686     0.081824116
     0.081747671     0.081676004     0.081601961     0.081523979     0.081450899
     0.081373904     0.081292772     0.081214292     0.081133053     0.081051060
     0.080971527     0.080899947     0.080833811     0.080765987     0.080703275
     0.080641614     0.080579000     0.080515648     0.080452777     0.080390766
     0.080334503     0.080279364     0.080224154     0.080173691     0.080122831
     0.080071461     0.080025436     0.079979660     0.079934673     0.079899857
     0.079861925     0.079822699     0.079788120     0.079753430     0.079718391
     0.079683070     0.079647674     0.079612332     0.079576796     0.079541432
     0.079504032     0.079463071     0.079422244     0.079383721     0.079348242
     0.079302108     0.079255407     0.079208617     0.079162070     0.079115478
     0.079069003     0.079022739     0.078973156     0.078922439     0.078876489
     0.078826694     0.078775479     0.078724044     0.078672521     0.078620442
     0.078567543     0.078514049     0.078458156     0.078399524     0.078347019
     0.078296247     0.078246197     0.078190901     0.078135196     0.078079356
     0.078028350     0.077974367     0.077918591     0.077863150     0.077811598
     0.077760979     0.077706182     0.077651273     0.077596350     0.077541259
     0.077486296     0.077431495     0.077376700     0.077326521     0.077274772
     0.077219899     0.077165186     0.077110586     0.077055955     0.077001215
     0.076946367     0.076891379     0.076836495     0.076781736     0.076727006
     0.076672054     0.076617031     0.076561775     0.076506468     0.076451101
     0.076395952     0.076341184     0.076286727     0.076232800     0.076179174
     0.076125769     0.076072406     0.076018937     0.075965493     0.075912171
     0.075858898     0.075805619     0.075752497     0.075699272     0.075646049
     0.075592711     0.075539534     0.075486695     0.075434270     0.075381708
     0.075329310     0.075276909     0.075224541     0.075172126     0.075119842
     0.075067633     0.075015560     0.074963497     0.074911471     0.074859601
     0.074807752     0.074755898     0.074703992     0.074652128     0.074600326
     0.074548603     0.074496912     0.074445332     0.074393755     0.074342323
     0.074290871     0.074239497     0.074188116     0.074136873     0.074085543
     0.074034343     0.073983021     0.073931656     0.073880181     0.073828888
     0.073777631     0.073726633     0.073670501     0.073620288     0.073574194
     0.073518304     0.073465586     0.073415011     0.073364557     0.073314208
     0.073263979     0.073213947     0.073163966     0.073114129     0.073064241
     0.073010120     0.072956957     0.072907344     0.072857673     0.072805747
     0.072750909     0.072701086     0.072648924     0.072594397     0.072545085
     0.072492758     0.072438659     0.072389395     0.072336843     0.072282480
     0.072228279     0.072174065     0.072119990     0.072065849     0.072011666
     0.071957637     0.071903669     0.071845329     0.071788339     0.071734557
     0.071675952     0.071619555     0.071565959     0.071507322     0.071448707
     0.071390125     0.071331700     0.071273188     0.071214795     0.071156366
     0.071101554     0.071047364     0.070989226     0.070931137     0.070874534
     0.070821909     0.070764976     0.070708957     0.070656375     0.070603982
     0.070551652     0.070499262     0.070446958     0.070394686     0.070342479
     0.070295381     0.070248403     0.070201887     0.070160294     0.070118680
     0.070076311     0.070029510     0.069989889     0.069952232     0.069910743
     0.069873224     0.069835598     0.069794344     0.069757303     0.069721166
     0.069685085     0.069649006     0.069613007     0.069577121     0.069541318
     0.069505551     0.069469484     0.069428642     0.069390788     0.069355128
     0.069319560     0.069280697     0.069241163     0.069205828     0.069166723
     0.069126334     0.069086002     0.069045648     0.069005374     0.068965175
     0.068925046     0.068884907     0.068844900     0.068804747     0.068762461
     0.068717478     0.068677566     0.068635066     0.068590575     0.068550841
     0.068508233     0.068464259     0.068424656     0.068381752     0.068337166
     0.068292765     0.068248330     0.068205365     0.068166051     0.068122645
     0.068078462     0.068034235     0.067990070     0.067945955     0.067901933
     0.067862730     0.067821355     0.067777446     0.067733505     0.067689735
     0.067645891     0.067602203     0.067558479     0.067514807     0.067471095
     0.067427545     0.067384140     0.067340800     0.067297500     0.067254296
     0.067211076     0.067167788     0.067124595     0.067081538     0.067038429
     0.066995446     0.066952462     0.066909610     0.066866885     0.066824085
     0.066781358     0.066738600     0.066695946     0.066653348     0.066610878
     0.066568346     0.066525944     0.066483426     0.066441070     0.066398788
     0.066356642     0.066314478     0.066272264     0.066230259     0.066188199
     0.066146388     0.066104559     0.066062535     0.066020524     0.065978581
     0.065936669     0.065895154     0.065858409     0.065815669     0.065770507
     0.065733834     0.065690478     0.065646186     0.065609742     0.065569562
     0.065528173     0.065486704     0.065445354     0.065403993     0.065362833
     0.065321613     0.065280532     0.065239503     0.065198435     0.065157404
     0.065116552     0.065075751     0.065034936     0.064994161     0.064953314
     0.064912509     0.064871810     0.064831143     0.064790526     0.064750088
     0.064709641     0.064669169     0.064628607     0.064588236     0.064547935
     0.064507806     0.064467698     0.064427544     0.064387468     0.064347447
     0.064307397     0.064267349     0.064227417     0.064187589     0.064147731
     0.064108003     0.064068196     0.064028532     0.063988881     0.063949370
     0.063909962     0.063870643     0.063831361     0.063792141     0.063752979
     0.063713789     0.063674612     0.063635501     0.063596524     0.063557476
     0.063518582     0.063479722     0.063440971     0.063402216     0.063363589
     0.063324908     0.063286199     0.063247563     0.063209022     0.063170430
     0.063131920     0.063093420     0.063055067     0.063016766     0.062978444
     0.062940285     0.062901940     0.062863690     0.062825486     0.062787391
     0.062749194     0.062711111     0.062673167     0.062635197     0.062597298
     0.062559343     0.062521401     0.062483569     0.062445828     0.062408091
     0.062370376     0.062332637     0.062295032     0.062257347     0.062216227
     0.062175435     0.062137835     0.062102874     0.062068875     0.062031837
     0.061994859     0.061957924     0.061920998     0.061884225     0.061847510
     0.061810719     0.061773856     0.061737050     0.061700742     0.061668541
     0.061630331     0.061589930     0.061553124     0.061516224     0.061479312
     0.061442373
