   0.00099107830    0.0010125748    0.0010312432    0.0010520808    0.0010654593
    0.0010926673    0.0011179014    0.0011358221    0.0011693954    0.0011883808
    0.0012197229    0.0012410227    0.0012640335    0.0012781048    0.0013052383
    0.0013395643    0.0013442676    0.0013629247    0.0014002315    0.0014064884
    0.0014708904    0.0014859447    0.0015745351    0.0016322442    0.0016885538
    0.0017786793    0.0018146530    0.0019126371    0.0019675515    0.0019980253
    0.0020160681    0.0020642638    0.0021038028    0.0021945960    0.0022423266
    0.0023023715    0.0023414845    0.0024317258    0.0025383945    0.0026723486
    0.0028365346    0.0029664597    0.0031804298    0.0032998474    0.0033988763
    0.0035474672    0.0036414392    0.0036922971    0.0037474651    0.0038028179
    0.0038622349    0.0039716601    0.0041004768    0.0042316842    0.0043892844
    0.0046250571    0.0048756925    0.0051257645    0.0054449222    0.0056499672
    0.0060021905    0.0063160900    0.0065198871    0.0068356657    0.0068609626
    0.0070791718    0.0072291413    0.0073786171    0.0075102540    0.0074313163
    0.0074729911    0.0076073676    0.0079057254    0.0082663109    0.0085830019
    0.0088629427    0.0091860289    0.0097978118     0.010301261     0.010697513
     0.011424297     0.011892642     0.012444696     0.012914402     0.013206588
     0.013579045     0.013578178     0.013640598     0.013737907     0.014053565
     0.014284538     0.014540868     0.014453912     0.014432700     0.014600515
     0.015222879     0.015883866     0.016565376     0.017023952     0.017504360
     0.018530877     0.019366328     0.020360803     0.021179699     0.021783418
     0.022665630     0.023120772     0.023527153     0.023617739     0.023383061
     0.023185510     0.023287884     0.023616752     0.023885940     0.024839423
     0.025971869     0.025863559     0.025487817     0.025733077     0.026061090
     0.026655753     0.026979750     0.027896920     0.028713994     0.029829608
     0.032478148     0.033449435     0.034650295     0.035171015     0.035221677
     0.035656928     0.035467427     0.035454323     0.034972646     0.035156687
     0.036296588     0.037189481     0.037712033     0.037991270     0.038597172
     0.039108611     0.039455924     0.039696014     0.039201689     0.038961133
     0.038898568     0.039881705     0.041352242     0.042871442     0.044248154
     0.045649626     0.046408757     0.046995824     0.047457223     0.048260814
     0.049590451     0.050547399     0.050958891     0.051527416     0.052032280
     0.052065246     0.052557916     0.052407044     0.051996717     0.050525786
     0.049208857     0.049041263     0.050010833     0.050984708     0.052222947
     0.053929923     0.055190411     0.056385467     0.057866218     0.059732662
     0.061618873     0.062843959     0.063714838     0.063214010     0.062568876
     0.063333194     0.063713263     0.063612267     0.063323423     0.062228332
     0.059096175     0.057940270     0.058582118     0.060611244     0.062196572
     0.064534652     0.065906739     0.067238380     0.067949652     0.068490932
     0.069687200     0.070728760     0.072267182     0.073119745     0.072695272
     0.071012446     0.069707618     0.069615354     0.070471613     0.071039768
     0.070369921     0.068062862     0.066479377     0.067780979     0.070009053
     0.072028125     0.072319384     0.073290785     0.075077482     0.076883329
     0.078994764     0.080261674     0.080741828     0.081478166     0.081962211
     0.083115966     0.084416920     0.084001777     0.082463229     0.079487346
     0.076177521     0.075621765     0.076944257     0.078011188     0.077525666
     0.074460928     0.073959661     0.076362045     0.079138115     0.081284967
     0.083117069     0.083256925     0.084724976     0.086792154     0.088128218
     0.089780866     0.090609926     0.090731852     0.090325911     0.089822598
     0.089728561     0.090030961     0.090589746     0.089804580     0.087179924
     0.080742179     0.079342199     0.080396824     0.082340568     0.084064868
     0.084739605     0.081910712     0.080033653     0.081426695     0.083316273
     0.085833447     0.087848670     0.089979838     0.091553104     0.092782834
     0.094171238     0.094847920     0.095945690     0.096647507     0.096905459
     0.096536671     0.095342015     0.093796871     0.093285932     0.093515825
     0.093484384     0.093388985     0.091300205     0.085707445     0.083994108
     0.085046469     0.086418192     0.088329336     0.090006290     0.090420850
     0.088639608     0.088773119     0.089932625     0.091396643     0.092720637
     0.094333913     0.095110057     0.096144275     0.096793916     0.097139665
     0.097550128     0.097885222     0.098215823     0.098444278     0.098360265
     0.097395291     0.095787311     0.094150141     0.093955044     0.094232991
     0.094885084     0.095055293     0.094365855     0.091217241     0.088710234
