-2.00-1.90-1.80-1.70-1.60-1.50-1.40-1.30-1.20-1.10
-1.00-0.90-0.80-0.70-0.60-0.50-0.40-0.30-0.20-0.10
 0.00 0.10 0.20 0.30 0.40 0.50 0.60 0.70 0.80 0.90
 1.00 1.10 1.20 1.30 1.40 1.50 1.60 1.70 1.80 1.90
 2.00
 0.000000868 0.000000915 0.000000946 0.000000954 0.000000971 0.000000983 0.000000989 0.000000994 0.000000995 0.000000991
 0.000000986 0.000000980 0.000000942 0.000000896 0.000000882 0.000000845 0.000000829 0.000000759 0.000419165 0.000434189
 0.000460549 0.000487429
 0.000003531 0.000003700 0.000003812 0.000003840 0.000003898 0.000003940 0.000003960 0.000003977 0.000003982 0.000003965
 0.000003946 0.000003924 0.000003786 0.000003615 0.000003567 0.000003441 0.000003385 0.000003127 0.001245453 0.001258437
 0.001287565 0.001321328
 0.000013285 0.000013841 0.000014201 0.000014292 0.000014476 0.000014606 0.000014668 0.000014719 0.000014728 0.000014667
 0.000014600 0.000014524 0.000014057 0.000013485 0.000013324 0.000012878 0.000012688 0.000011824 0.002383403 0.002402695
 0.002448108 0.002502389
 0.000046226 0.000047884 0.000048939 0.000049204 0.000049729 0.000050087 0.000050254 0.000050379 0.000050382 0.000050157
 0.000049940 0.000049696 0.000048234 0.000046467 0.000045971 0.000044591 0.000044008 0.000041343 0.004554527 0.004579144
 0.004642598 0.004721866
 0.000149086 0.000153595 0.000156385 0.000157080 0.000158420 0.000159287 0.000159677 0.000159905 0.000159820 0.000159045
 0.000158378 0.000157646 0.000153401 0.000148361 0.000146953 0.000143046 0.000141400 0.000133859 0.008354023 0.008379849
 0.008458900 0.008564842
 0.000445997 0.000457154 0.000463804 0.000465443 0.000468470 0.000470266 0.000471011 0.000471200 0.000470669 0.000468192
 0.000466269 0.000464218 0.000452767 0.000439497 0.000435814 0.000425641 0.000421370 0.000401780 0.014799591 0.014815576
 0.014896752 0.015021006
 0.001237967 0.001263042 0.001277260 0.001280706 0.001286665 0.001289660 0.001290677 0.001289965 0.001287788 0.001280499
 0.001275338 0.001269992 0.001241325 0.001209061 0.001200193 0.001175824 0.001165646 0.001118943 0.025295299 0.025279995
 0.025332117 0.025449172
 0.003189260 0.003240376 0.003267457 0.003273848 0.003283756 0.003287079 0.003287380 0.003282850 0.003275728 0.003256144
 0.003243312 0.003230388 0.003163893 0.003091504 0.003071838 0.003018167 0.002995895 0.002893749 0.041715469 0.041633692
 0.041600626 0.041659184
 0.007627534 0.007721891 0.007767392 0.007777669 0.007790611 0.007790047 0.007786309 0.007770468 0.007750770 0.007703025
 0.007673655 0.007644815 0.007502284 0.007352564 0.007312441 0.007203819 0.007159097 0.006954249 0.066368237 0.066169903
 0.065966472 0.065883435
 0.016939610 0.017097065 0.017163444 0.017177299 0.017187411 0.017171977 0.017156400 0.017113667 0.017066456 0.016961308
 0.016899802 0.016840713 0.016559409 0.016274493 0.016199283 0.015997522 0.015915206 0.015538872 0.101852976 0.101476118
 0.100991100 0.100652143
 0.034944728 0.035181817 0.035263468 0.035277896 0.035270959 0.035219546 0.035177842 0.035081651 0.034982461 0.034774031
 0.034656834 0.034546264 0.034037299 0.033539817 0.033410579 0.033067275 0.032928631 0.032296255 0.150755107 0.150134876
 0.149244934 0.148516566
 0.066988118 0.067309499 0.067388669 0.067396916 0.067349084 0.067230247 0.067141756 0.066955626 0.066771857 0.066401102
 0.066199005 0.066011041 0.065171063 0.064377069 0.064174153 0.063640602 0.063427471 0.062457945 0.215171069 0.214255169
 0.212851241 0.211606845
 0.119397938 0.119788706 0.119836219 0.119828343 0.119710423 0.119488977 0.119331151 0.119017385 0.118716434 0.118126519
 0.117812723 0.117524095 0.116266824 0.115114242 0.114824474 0.114070319 0.113772504 0.112421609 0.296096504 0.294864416
 0.292887717 0.291045576
 0.198018909 0.198442325 0.198425919 0.198391706 0.198180154 0.197831795 0.197589695 0.197126418 0.196690783 0.195854500
 0.195418313 0.195020348 0.193325162 0.191813514 0.191439629 0.190476283 0.190100342 0.188400254 0.392772019 0.391253531
 0.388732344 0.386297286
 0.305876076 0.306279480 0.306177676 0.306111395 0.305802792 0.305331886 0.305009633 0.304410249 0.303854406 0.302803904
 0.302264929 0.301776081 0.299734950 0.297960222 0.297528505 0.296427041 0.296002388 0.294088900 0.502139390 0.500424862
 0.497498661 0.494593263
 0.440571189 0.440899074 0.440713733 0.440618545 0.440239310 0.439689785 0.439317346 0.438640833 0.438019842 0.436860710
